"X","release_date","movie","production_budget","domestic_gross","worldwide_gross","distributor","mpaa_rating","genre"
291,"7/25/1997","Air Force One",85000000,172956409,315268353,"Sony Pictures","R","Action"
292,"4/3/2009","Fast & Furious",85000000,155064265,363064265,"Universal","PG-13","Action"
293,"3/14/2008","Horton Hears a Who",85000000,154529439,299477886,"20th Century Fox","G","Adventure"
294,"3/21/2014","Divergent",85000000,150947895,276014965,"Lionsgate","PG-13","Adventure"
295,"9/28/2012","Hotel Transylvania",85000000,148313048,378505812,"Sony Pictures","PG","Adventure"
296,"7/20/2007","I Now Pronounce You Chuck and Larry",85000000,119725280,185708462,"Universal","PG-13","Comedy"
297,"6/8/2007","Ocean's Thirteen",85000000,117144465,311744465,"Warner Bros.","PG-13","Adventure"
298,"11/20/1998","Enemy of the State",85000000,111549836,250649836,"Walt Disney","R","Action"
299,"9/29/2006","Open Season",85000000,85105259,191932158,"Sony Pictures","PG","Adventure"
300,"11/4/2011","Tower Heist",85000000,78046570,150422946,"Universal","PG-13","Comedy"
301,"11/22/2000","102 Dalmatians",85000000,66941559,66941559,"Walt Disney","G","Adventure"
302,"3/30/2012","Mirror Mirror",85000000,64935167,173613482,"Relativity","PG","Adventure"
303,"12/9/2005","Memoirs of a Geisha",85000000,57010853,161510853,"Sony Pictures","PG-13","Drama"
304,"3/16/2001","Enemy at the Gates",85000000,51396781,96971293,"Paramount Pictures","R","Drama"
305,"6/18/1993","Last Action Hero",85000000,50016394,137298489,"Sony Pictures","PG-13","Action"
306,"9/26/2003","The Rundown",85000000,47641743,80831893,"Universal","PG-13","Action"
307,"11/23/2011","Arthur Christmas",85000000,46462469,149717124,"Sony Pictures","PG","Adventure"
308,"1/20/2017","xXx: Return of Xander Cage",85000000,44898413,345044476,"Paramount Pictures","PG-13","Action"
309,"11/13/1998","Meet Joe Black",85000000,44650003,44650003,"Universal","PG-13","Drama"
310,"2/8/2002","Collateral Damage",85000000,40048332,78353508,"Warner Bros.","R","Action"
311,"3/15/2002","Showtime",85000000,37948765,78948765,"Warner Bros.","PG-13","Comedy"
312,"6/30/1995","Judge Dredd",85000000,34687912,113487912,"Walt Disney","R","Action"
313,"8/13/2010","Scott Pilgrim vs. The World",85000000,31611316,48056764,"Universal","PG-13","Comedy"
314,"3/28/2003","The Core",85000000,31111260,74132631,"Paramount Pictures","PG-13","Action"
315,"5/9/1997","Father's Day",85000000,28681080,35681080,"Warner Bros.","PG-13","Comedy"
316,"6/14/2002","Scooby-Doo",84000000,153294164,276294164,"Warner Bros.","PG","Adventure"
317,"7/28/2000","Nutty Professor II: The Klumps",84000000,123307945,166307945,"Universal","PG-13","Comedy"
318,"7/19/2013","RED 2",84000000,53262560,141507355,"Lionsgate","PG-13","Action"
319,"6/23/2006","Click",82500000,137355633,237685089,"Sony Pictures","PG-13","Comedy"
320,"12/15/2006","Charlotte's Web",82500000,82985708,143985708,"Paramount Pictures","G","Drama"
321,"2/14/2008","Jumper",82500000,80172128,222640812,"20th Century Fox","PG-13","Adventure"
322,"7/11/2008","Hellboy II: The Golden Army",82500000,75986503,160388063,"Universal","PG-13","Action"
323,"5/27/2005","The Longest Yard",82000000,158119460,191558505,"Paramount Pictures","PG-13","Comedy"
324,"8/13/2010","The Expendables",82000000,103068524,268268174,"Lionsgate","R","Action"
325,"11/17/2000","The 6th Day",82000000,34543701,96024898,"Sony Pictures","PG-13","Action"
326,"5/23/2003","Bruce Almighty",81000000,242704995,484468608,"Universal","PG-13","Comedy"
327,"5/26/2011","The Hangover Part II",80000000,254464305,586464305,"Warner Bros.","R","Comedy"
328,"5/21/1996","Mission: Impossible",80000000,180981886,457697994,"Paramount Pictures","PG-13","Action"
329,"2/10/2017","The Lego Batman Movie",80000000,175750384,310692896,"Warner Bros.","PG","Adventure"
330,"9/25/2015","Hotel Transylvania 2",80000000,169700110,469500298,"Sony Pictures","PG","Adventure"
331,"6/18/1992","Batman Returns",80000000,162833635,266824291,"Warner Bros.","PG-13","Action"
332,"5/7/1999","The Mummy",80000000,155385488,416385488,"Universal","PG-13","Adventure"
333,"5/19/2006","Over the Hedge",80000000,155019340,343397247,"Paramount Pictures","PG","Adventure"
334,"6/21/2002","Lilo & Stitch",80000000,145771527,245800000,"Walt Disney","PG","Adventure"
335,"5/8/1998","Deep Impact",80000000,140464664,349464664,"Paramount Pictures","PG-13","Adventure"
336,"7/12/2013","Grown Ups 2",80000000,133668525,247023808,"Sony Pictures","PG-13","Comedy"
337,"6/20/2008","Get Smart",80000000,130319208,226739416,"Warner Bros.","PG-13","Comedy"
338,"3/11/2005","Robots",80000000,128200012,260700012,"20th Century Fox","PG","Adventure"
339,"11/26/2008","Four Christmases",80000000,120146040,168311558,"Warner Bros.","PG-13","Comedy"
340,"6/27/1997","Face/Off",80000000,112276146,241200000,"Paramount Pictures","R","Action"
341,"12/25/2008","Bedtime Stories",80000000,110101975,221468935,"Walt Disney","PG","Adventure"
342,"7/12/2002","Road to Perdition",80000000,104054514,183354514,"Dreamworks SKG","R","Drama"
343,"2/14/2003","Daredevil",80000000,102543518,182782518,"20th Century Fox","PG-13","Action"
344,"6/6/1997","Con Air",80000000,101117573,224117573,"Walt Disney","R","Action"
345,"12/17/2010","Yogi Bear",80000000,100246011,204774690,"Warner Bros.","PG","Adventure"
346,"12/25/2003","Cold Mountain",80000000,95632614,165173909,"Miramax","R","Drama"
347,"1/15/2010","The Book of Eli",80000000,94835059,158750817,"Warner Bros.","R","Action"
348,"11/26/1997","Flubber",80000000,92993801,177993801,"Walt Disney","PG","Comedy"
349,"7/23/1999","The Haunting",80000000,91188905,180188905,"Dreamworks SKG","PG-13","Horror"
350,"11/15/1996","Space Jam",80000000,90463534,250200000,"Warner Bros.","PG","Adventure"
351,"10/17/2014","Fury",80000000,85817906,210315681,"Sony Pictures","R","Drama"
352,"2/10/2006","The Pink Panther",80000000,82226474,158926474,"Sony Pictures","PG","Adventure"
353,"12/12/2008","The Day the Earth Stood Still",80000000,79366978,233066978,"20th Century Fox","PG-13","Adventure"
354,"5/24/2002","Spirit: Stallion of the Cimarron",80000000,73215310,106515310,"Dreamworks SKG","G","Adventure"
355,"6/8/2001","Swordfish",80000000,69772969,147080413,"Warner Bros.","R","Action"
356,"4/3/1998","Lost In Space",80000000,69117629,136047317,"New Line","PG-13","Adventure"
357,"9/28/2018","Smallfoot",80000000,66361035,137161035,"Warner Bros.","PG","Adventure"
358,"6/24/2005","Bewitched",80000000,63313159,131159306,"Sony Pictures","PG-13","Comedy"
359,"3/8/2002","The Time Machine",80000000,56684819,98983590,"Dreamworks SKG","PG-13","Adventure"
360,"10/2/1998","What Dreams May Come",80000000,55485043,71485043,"Polygram","PG-13","Drama"
361,"12/25/1998","Mighty Joe Young",80000000,50632037,50632037,"Walt Disney","PG","Adventure"
362,"10/28/2005","The Legend of Zorro",80000000,45575336,141475336,"Sony Pictures","PG","Adventure"
363,"11/10/2000","Little Nicky",80000000,39442871,58270391,"New Line","PG-13","Comedy"
364,"9/25/2009","Surrogates",80000000,38577772,119668350,"Walt Disney","PG-13","Action"
365,"6/8/2001","Evolution",80000000,38311134,98341932,"Dreamworks SKG","PG-13","Comedy"
366,"8/26/2005","The Brothers Grimm",80000000,37899638,105299638,"Miramax/Dimension","PG-13","Adventure"
367,"12/13/1996","Mars Attacks!",80000000,37771017,101371017,"Warner Bros.","PG-13","Comedy"
368,"4/14/2006","The Wild",80000000,37384046,99010667,"Walt Disney","G","Adventure"
369,"12/20/2013","Walking with Dinosaurs",80000000,36076121,123386322,"20th Century Fox","PG","Adventure"
370,"12/22/2000","Thirteen Days",80000000,34566746,66554547,"New Line","PG-13","Drama"
371,"12/6/1996","Daylight",80000000,32908290,158908290,"Universal","PG-13","Action"
372,"10/23/2015","The Last Witch Hunter",80000000,27367660,131437876,"Lionsgate","PG-13","Action"
373,"2/21/2014","Pompeii",80000000,23169033,108469033,"Sony Pictures","PG-13","Drama"
374,"11/14/2003","Looney Tunes: Back in Action",80000000,20950820,54540662,"Warner Bros.","PG","Adventure"
375,"11/26/2003","Timeline",80000000,19480739,26703184,"Paramount Pictures","PG-13","Adventure"
376,"11/25/1998","Babe: Pig in the City",80000000,18319860,69131860,"Universal","G","Adventure"
377,"12/25/1997","The Postman",80000000,17650704,20841123,"Warner Bros.","R","Action"
378,"11/10/2000","Red Planet",80000000,17480890,33463969,"Warner Bros.","PG-13","Action"
379,"1/12/2007","Arthur et les Minimoys",80000000,15132763,113325743,"Weinstein Co.","PG","Adventure"
380,"9/2/2005","A Sound of Thunder",80000000,1900451,6300451,"Warner Bros.","PG-13","Action"
381,"6/15/1994","The Lion King",79300000,421785283,986332275,"Walt Disney","G","Adventure"
382,"2/10/2012","Journey 2: The Mysterious Island",79000000,103860290,318146162,"Warner Bros.","PG","Adventure"
383,"11/11/2011","Jack and Jill",79000000,74158157,150519217,"Sony Pictures","PG","Comedy"
384,"12/21/2001","A Beautiful Mind",78000000,170708996,317668058,"Universal","PG-13","Drama"
385,"9/27/2013","Cloudy with a Chance of Meatballs 2",78000000,119793567,274392649,"Sony Pictures","PG","Adventure"
386,"8/20/2004","Exorcist: The Beginning",78000000,41814863,43957541,"Warner Bros.","R","Horror"
387,"2/12/2016","The Little Prince",77500000,1311213,102029819,"Entertainment One","PG","Adventure"
388,"7/3/2013","Despicable Me 2",76000000,368065385,975216835,"Universal","PG","Adventure"
389,"6/6/2003","2 Fast 2 Furious",76000000,127120058,236410607,"Universal","PG-13","Action"
390,"7/8/2016","The Secret Life of Pets",75000000,368384330,886767422,"Universal","PG","Adventure"
391,"7/2/1996","Independence Day",75000000,306169255,817400878,"20th Century Fox","PG-13","Adventure"
392,"12/21/2016","Sing",75000000,270329045,634547945,"Universal","PG","Adventure"
393,"6/30/2017","Despicable Me 3",75000000,264624300,1034520868,"Universal","PG","Adventure"
394,"5/22/1997","The Lost World: Jurassic Park",75000000,229086679,618638999,"Universal","PG-13","Action"
395,"3/31/2006","Ice Age: The Meltdown",75000000,195330621,651899282,"20th Century Fox","PG","Adventure"
396,"5/27/2005","Madagascar",75000000,193595521,556559566,"Dreamworks SKG","PG","Adventure"
397,"6/25/2010","Grown Ups",75000000,162001186,272223430,"Sony Pictures","PG-13","Comedy"
398,"10/1/2004","Shark Tale",75000000,161412000,371917043,"Dreamworks SKG","PG","Adventure"
399,"7/14/2000","X-Men",75000000,157299717,296872367,"20th Century Fox","PG-13","Action"
400,"6/27/2008","Wanted",75000000,134508551,342416460,"Universal","R","Action"
401,"6/7/1996","The Rock",75000000,134069511,336069511,"Walt Disney","R","Action"
402,"8/3/2018","Christopher Robin",75000000,98677443,186977443,"Walt Disney","PG","Adventure"
403,"7/23/1999","Inspector Gadget",75000000,97387965,97387965,"Walt Disney","PG","Adventure"
404,"11/11/2011","Immortals",75000000,83504017,211562435,"Relativity","R","Action"
405,"6/18/2004","The Terminal",75000000,77073959,218673959,"Dreamworks SKG","PG-13","Drama"
406,"2/18/2005","Constantine",75000000,75976178,221594911,"Warner Bros.","R","Action"
407,"7/21/2006","Monster House",75000000,73661010,141267370,"Sony Pictures","PG","Adventure"
408,"12/8/2000","Vertical Limit",75000000,68473360,213500000,"Sony Pictures","PG-13","Action"
409,"12/21/2007","Charlie Wilson's War",75000000,66661095,119512771,"Universal","R","Drama"
410,"3/4/2005","Be Cool",75000000,55849401,94944017,"MGM","PG-13","Comedy"
411,"12/23/2005","Munich",75000000,47379090,131492772,"Universal","R","Drama"
412,"6/4/2010","Killers",75000000,47059963,95572749,"Lionsgate","PG-13","Action"
413,"8/14/2015","The Man From U.N.C.L.E.",75000000,45445109,105445109,"Warner Bros.","PG-13","Action"
414,"3/7/2003","Tears of the Sun",75000000,43632458,85632458,"Sony Pictures","R","Action"
415,"7/21/2006","Lady in the Water",75000000,42285169,72785169,"Warner Bros.","PG-13","Drama"
416,"12/17/2004","Spanglish",75000000,42044321,54344321,"Sony Pictures","PG-13","Comedy"
417,"12/17/1999","Anna and the King",75000000,39251128,39251128,"20th Century Fox","PG-13","Drama"
418,"7/7/1995","First Knight",75000000,37361412,127361412,"Sony Pictures","PG-13","Drama"
419,"3/25/2011","Sucker Punch",75000000,36392502,89758389,"Warner Bros.","PG-13","Action"
420,"3/11/2005","Hostage",75000000,34636443,77636443,"Miramax","R","Action"
421,"6/13/2003","Hollywood Homicide",75000000,30207785,50409753,"Sony Pictures","PG-13","Action"
422,"6/16/2000","Titan A.E.",75000000,22751979,36751979,"20th Century Fox","PG","Adventure"
423,"12/17/2004","Flight of the Phoenix",75000000,21009180,34009180,"20th Century Fox","PG-13","Adventure"
424,"10/23/1998","Soldier",75000000,14623082,14623082,"Warner Bros.","R","Action"
425,"1/15/1999","Virus",75000000,14010690,30626690,"Universal","R","Action"
426,"2/23/2001","Monkeybone",75000000,5409517,5409517,"20th Century Fox","PG-13","Comedy"
427,"7/10/2015","Minions",74000000,336045770,1162781621,"Universal","PG","Adventure"
428,"5/20/2016","The Angry Birds Movie",73000000,107509366,352829528,"Sony Pictures","PG","Adventure"
429,"2/13/1998","Sphere",73000000,37068294,50168294,"Warner Bros.","PG-13","Horror"
430,"7/27/2007","The Simpsons Movie",72500000,183135014,527071022,"20th Century Fox","PG-13","Adventure"
431,"2/8/2008","Fool's Gold",72500000,70231041,109362966,"Warner Bros.","PG-13","Adventure"
432,"7/31/2009","Funny People",72500000,51855045,71880305,"Universal","R","Comedy"
433,"9/28/2007","The Kingdom",72500000,47467250,86509602,"Universal","R","Action"
434,"6/22/2001","Dr. Dolittle 2",72000000,112950721,176101721,"20th Century Fox","PG","Adventure"
435,"5/24/1995","Braveheart",72000000,75545647,209045244,"Paramount Pictures","R","Drama"
436,"11/4/2005","Jarhead",72000000,62647540,96947540,"Universal","R","Drama"
437,"4/27/2001","Driven",72000000,32616869,54616869,"Warner Bros.","PG-13","Action"
438,"12/21/2001","The Majestic",72000000,27796042,37306334,"Warner Bros.","PG","Drama"
439,"6/25/2004","Two Brothers",72000000,19176754,62176754,"Universal","PG","Drama"
440,"6/26/1998","Doctor Dolittle",71500000,144156605,294156605,"20th Century Fox","PG-13","Adventure"
441,"5/19/2004","Shrek 2",70000000,441226247,937008132,"Dreamworks SKG","PG","Adventure"
442,"6/9/2006","Cars",70000000,244082982,461651246,"Walt Disney","G","Adventure"
443,"6/22/1988","Who Framed Roger Rabbit?",70000000,154112492,351500000,"Walt Disney","PG","Adventure"
444,"8/9/2002","xXx",70000000,141930000,267200000,"Sony Pictures","PG-13","Action"
445,"6/8/2018","Ocean’s 8",70000000,139377762,296277762,"Warner Bros.","PG-13","Action"
446,"11/8/1996","Ransom",70000000,136492681,308700000,"Walt Disney","R","Action"
447,"8/21/2009","Inglourious Basterds",70000000,120774594,316915264,"Weinstein Co.","R","Action"
448,"12/11/1991","Hook",70000000,119654823,300854823,"Sony Pictures","PG","Adventure"
449,"7/3/1990","Die Hard 2",70000000,117323878,239814025,"20th Century Fox","R","Action"
450,"8/8/2003","S.W.A.T.",70000000,116877597,207154748,"Sony Pictures","PG-13","Action"
451,"11/10/2017","Daddy’s Home 2",70000000,104029443,175809810,"Paramount Pictures","PG-13","Comedy"
452,"11/19/1999","Sleepy Hollow",70000000,101068340,207068340,"Paramount Pictures","R","Horror"
453,"3/11/2011","Battle: Los Angeles",70000000,83552429,213463976,"Sony Pictures","PG-13","Action"
454,"8/13/2004","AVP: Alien Vs. Predator",70000000,80281096,172543519,"20th Century Fox","PG-13","Horror"
455,"12/25/2011","War Horse",70000000,79883359,156815529,"Walt Disney","PG-13","Drama"
456,"3/1/2002","We Were Soldiers",70000000,78120196,114658262,"Paramount Pictures","R","Drama"
457,"2/7/2014","The Monuments Men",70000000,78031620,158702748,"Sony Pictures","PG-13","Drama"
458,"9/23/2016","Storks",70000000,72679278,174030321,"Warner Bros.","PG","Adventure"
459,"12/11/1998","Star Trek: Insurrection",70000000,70187658,117800000,"Paramount Pictures","PG","Adventure"
460,"12/10/2003","Big Fish",70000000,66432867,123954323,"Sony Pictures","PG-13","Drama"
461,"1/20/2012","Underworld: Awakening",70000000,62321039,160379930,"Sony Pictures","R","Action"
462,"9/22/2017","The Lego Ninjago Movie",70000000,59281555,122739546,"Warner Bros.","PG","Adventure"
463,"10/10/2014","Dracula Untold",70000000,55991880,220241723,"Universal","PG-13","Action"
464,"9/29/2006","The Guardian",70000000,55011732,94973540,"Walt Disney","PG-13","Action"
465,"8/9/1989","The Abyss",70000000,54243125,54243125,"20th Century Fox","PG-13","Action"
466,"9/24/2010","Wall Street 2: Money Never Sleeps",70000000,52474616,137431619,"20th Century Fox","PG-13","Drama"
467,"1/14/2011","The Dilemma",70000000,48475290,70546865,"Universal","PG-13","Comedy"
468,"12/25/2005","Rumor Has It",70000000,42996140,88933562,"Warner Bros.","PG-13","Comedy"
469,"11/6/1998","The Siege",70000000,40934175,116625798,"20th Century Fox","R","Action"
